# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1115037	1115534	-	WP_005896565.1	WP_005896565.1		thioredoxin family protein		45634878	AT688_RS05380	498	165	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1115538	1116122	-					ruvA	45634879	AT688_RS05385	585		old_locus_tag=ERS445057_01095
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1115538	1116122	-	WP_005896567.1	WP_005896567.1		Holliday junction branch migration protein RuvA	ruvA	45634879	AT688_RS05385	585	194	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1116136	1118973	-					uvrA	45634880	AT688_RS05390	2838		old_locus_tag=ERS445057_01096
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1116136	1118973	-	WP_005896569.1	WP_005896569.1		excinuclease ABC subunit UvrA	uvrA	45634880	AT688_RS05390	2838	945	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1119082	1119621	-						45634881	AT688_RS05395	540		old_locus_tag=ERS445057_01097
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1119082	1119621	-	WP_005896571.1	WP_005896571.1		RNA 2'-phosphotransferase		45634881	AT688_RS05395	540	179	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1119614	1120960	-						45634882	AT688_RS05400	1347		old_locus_tag=ERS445057_01098
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1119614	1120960	-	WP_005896573.1	WP_005896573.1		ATP-binding protein		45634882	AT688_RS05400	1347	448	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1121198	1121407	+						45634883	AT688_RS05405	210		old_locus_tag=ERS445057_01099
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1121198	1121407	+	WP_005896576.1	WP_005896576.1		hypothetical protein		45634883	AT688_RS05405	210	69	
gene	pseudogene	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1121408	1121674	+						45636157	AT688_RS12015	267		pseudo
CDS	without_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1121408	1121674	+				Txe/YoeB family addiction module toxin		45636157	AT688_RS12015	267		pseudo
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1121762	1122160	-						71765704	AT688_RS12595	399		old_locus_tag=ERS445057_01100
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1121762	1122160	-	WP_005896579.1	WP_005896579.1		hypothetical protein		71765704	AT688_RS12595	399	132	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1122279	1122962	-						71765705	AT688_RS12600	684		old_locus_tag=ERS445057_01101
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1122279	1122962	-	WP_005896581.1	WP_005896581.1		hypothetical protein		71765705	AT688_RS12600	684	227	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1122949	1123569	-						45634885	AT688_RS05415	621		old_locus_tag=ERS445057_01102
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1122949	1123569	-	WP_005896583.1	WP_005896583.1		hypothetical protein		45634885	AT688_RS05415	621	206	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1123786	1124766	-						45634886	AT688_RS05420	981		old_locus_tag=ERS445057_01103
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1123786	1124766	-	WP_052296781.1	WP_052296781.1		hypothetical protein		45634886	AT688_RS05420	981	326	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1124753	1125067	-						71765706	AT688_RS12605	315		old_locus_tag=ERS445057_01104
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1124753	1125067	-	WP_005896587.1	WP_005896587.1		YaaW family protein		71765706	AT688_RS12605	315	104	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1125303	1126928	+						45634887	AT688_RS05430	1626		old_locus_tag=ERS445057_01105
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1125303	1126928	+	WP_005896589.1	WP_005896589.1		AAA family ATPase		45634887	AT688_RS05430	1626	541	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1126946	1128028	+						45634888	AT688_RS05435	1083		old_locus_tag=ERS445057_01106
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1126946	1128028	+	WP_005896591.1	WP_005896591.1		bifunctional glycosyltransferase family 2/GtrA family protein		45634888	AT688_RS05435	1083	360	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1128049	1130421	+						45634889	AT688_RS05440	2373		old_locus_tag=ERS445057_01107
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1128049	1130421	+	WP_005896593.1	WP_005896593.1		UvrD-helicase domain-containing protein		45634889	AT688_RS05440	2373	790	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1130443	1130871	-						45634890	AT688_RS05445	429		old_locus_tag=ERS445057_01108
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1130443	1130871	-	WP_005896594.1	WP_005896594.1		Rrf2 family transcriptional regulator		45634890	AT688_RS05445	429	142	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1130905	1131813	-						45634891	AT688_RS05450	909		old_locus_tag=ERS445057_01109
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1130905	1131813	-	WP_005896596.1	WP_005896596.1		DUF1385 domain-containing protein		45634891	AT688_RS05450	909	302	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1131828	1133351	-						45634892	AT688_RS05455	1524		old_locus_tag=ERS445057_01110
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1131828	1133351	-	WP_005896598.1	WP_005896598.1		PP2C family protein-serine/threonine phosphatase		45634892	AT688_RS05455	1524	507	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1133416	1135185	-					uvrC	45634893	AT688_RS05460	1770		old_locus_tag=ERS445057_01111
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1133416	1135185	-	WP_005896600.1	WP_005896600.1		excinuclease ABC subunit UvrC	uvrC	45634893	AT688_RS05460	1770	589	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1135172	1136044	-					rapZ	45634894	AT688_RS05465	873		old_locus_tag=ERS445057_01112
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1135172	1136044	-	WP_005896602.1	WP_005896602.1		RNase adapter RapZ	rapZ	45634894	AT688_RS05465	873	290	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1136072	1137421	-						45634895	AT688_RS05470	1350		old_locus_tag=ERS445057_01113
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1136072	1137421	-	WP_005896605.1	WP_005896605.1		CoA-disulfide reductase		45634895	AT688_RS05470	1350	449	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1137635	1138189	-						45634896	AT688_RS05475	555		old_locus_tag=ERS445057_01114
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1137635	1138189	-	WP_005896607.1	WP_005896607.1		DJ-1/PfpI family protein		45634896	AT688_RS05475	555	184	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1138208	1138750	-						45634897	AT688_RS05480	543		old_locus_tag=ERS445057_01115
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1138208	1138750	-	WP_005896608.1	WP_005896608.1		isochorismatase family protein		45634897	AT688_RS05480	543	180	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1138753	1139001	-						45634898	AT688_RS05485	249		old_locus_tag=ERS445057_01116
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1138753	1139001	-	WP_029492198.1	WP_029492198.1		hypothetical protein		45634898	AT688_RS05485	249	82	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1139114	1139710	-						45634899	AT688_RS05490	597		old_locus_tag=ERS445057_01117
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1139114	1139710	-	WP_005896612.1	WP_005896612.1		lysine exporter LysO family protein		45634899	AT688_RS05490	597	198	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1139707	1139982	-						45634900	AT688_RS05495	276		old_locus_tag=ERS445057_01118
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1139707	1139982	-	WP_005896613.1	WP_005896613.1		hypothetical protein		45634900	AT688_RS05495	276	91	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1140188	1140397	+						45634901	AT688_RS05500	210		old_locus_tag=ERS445057_01119
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1140188	1140397	+	WP_005896615.1	WP_005896615.1		hypothetical protein		45634901	AT688_RS05500	210	69	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1140446	1142140	-						45634902	AT688_RS05505	1695		old_locus_tag=ERS445057_01120
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1140446	1142140	-	WP_005896617.1	WP_005896617.1		ABC transporter ATP-binding protein/permease		45634902	AT688_RS05505	1695	564	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1142268	1142702	-						45634903	AT688_RS05510	435		old_locus_tag=ERS445057_01121
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1142268	1142702	-	WP_005896619.1	WP_005896619.1		DNA starvation/stationary phase protection protein		45634903	AT688_RS05510	435	144	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1142971	1143516	-						45634904	AT688_RS05515	546		old_locus_tag=ERS445057_01122
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1142971	1143516	-	WP_005896621.1	WP_005896621.1		toxin-antitoxin system YwqK family antitoxin		45634904	AT688_RS05515	546	181	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1143708	1143959	+						45634905	AT688_RS05520	252		old_locus_tag=ERS445057_01123
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1143708	1143959	+	WP_005896623.1	WP_005896623.1		glutaredoxin		45634905	AT688_RS05520	252	83	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1144021	1144914	-						45634906	AT688_RS05525	894		old_locus_tag=ERS445057_01124
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1144021	1144914	-	WP_005896625.1	WP_005896625.1		hypothetical protein		45634906	AT688_RS05525	894	297	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1144929	1145576	-						45634907	AT688_RS05530	648		old_locus_tag=ERS445057_01125
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1144929	1145576	-	WP_005896626.1	WP_005896626.1		hypothetical protein		45634907	AT688_RS05530	648	215	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1145692	1146726	-					ftsY	45634908	AT688_RS05535	1035		old_locus_tag=ERS445057_01126
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1145692	1146726	-	WP_005896630.1	WP_005896630.1		signal recognition particle-docking protein FtsY	ftsY	45634908	AT688_RS05535	1035	344	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1146744	1147250	-						45634909	AT688_RS05540	507		old_locus_tag=ERS445057_01127
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1146744	1147250	-	WP_005896632.1	WP_005896632.1		hypothetical protein		45634909	AT688_RS05540	507	168	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1147252	1148352	-					yqeH	45634910	AT688_RS05545	1101		old_locus_tag=ERS445057_01128
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1147252	1148352	-	WP_005896634.1	WP_005896634.1		ribosome biogenesis GTPase YqeH	yqeH	45634910	AT688_RS05545	1101	366	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1148349	1149221	-						45634911	AT688_RS05550	873		old_locus_tag=ERS445057_01129
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1148349	1149221	-	WP_005896635.1	WP_005896635.1		tyrosine-type recombinase/integrase		45634911	AT688_RS05550	873	290	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1149228	1150532	-					trmFO	45634912	AT688_RS05555	1305		old_locus_tag=ERS445057_01130
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1149228	1150532	-	WP_005896637.1	WP_005896637.1		methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	trmFO	45634912	AT688_RS05555	1305	434	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1150778	1153048	-					topA	45634913	AT688_RS05560	2271		old_locus_tag=ERS445057_01131
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1150778	1153048	-	WP_005896639.1	WP_005896639.1		type I DNA topoisomerase	topA	45634913	AT688_RS05560	2271	756	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1153104	1153958	-					dprA	45634914	AT688_RS05565	855		old_locus_tag=ERS445057_01132
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1153104	1153958	-	WP_005896641.1	WP_005896641.1		DNA-processing protein DprA	dprA	45634914	AT688_RS05565	855	284	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1153981	1154757	-						45634915	AT688_RS05570	777		old_locus_tag=ERS445057_01133
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1153981	1154757	-	WP_005896643.1	WP_005896643.1		tetratricopeptide repeat protein		45634915	AT688_RS05570	777	258	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1154738	1155952	-					xseA	45634916	AT688_RS05575	1215		old_locus_tag=ERS445057_01134
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1154738	1155952	-	WP_005896645.1	WP_005896645.1		exodeoxyribonuclease VII large subunit	xseA	45634916	AT688_RS05575	1215	404	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1156064	1156510	-						45634917	AT688_RS05580	447		old_locus_tag=ERS445057_01135
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1156064	1156510	-	WP_005896647.1	WP_005896647.1		hypothetical protein		45634917	AT688_RS05580	447	148	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1156512	1157273	-						45634918	AT688_RS05585	762		old_locus_tag=ERS445057_01136
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1156512	1157273	-	WP_005896649.1	WP_005896649.1		DUF3100 domain-containing protein		45634918	AT688_RS05585	762	253	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1157290	1158474	-						45634919	AT688_RS05590	1185		old_locus_tag=ERS445057_01137
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1157290	1158474	-	WP_005896651.1	WP_005896651.1		M20 family metallopeptidase		45634919	AT688_RS05590	1185	394	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1158648	1159202	+						45634920	AT688_RS05595	555		old_locus_tag=ERS445057_01138
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1158648	1159202	+	WP_005896653.1	WP_005896653.1		hypothetical protein		45634920	AT688_RS05595	555	184	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1159228	1159992	+						45634921	AT688_RS05600	765		old_locus_tag=ERS445057_01139
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1159228	1159992	+	WP_005896655.1	WP_005896655.1		WGR domain-containing protein		45634921	AT688_RS05600	765	254	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1160015	1161307	-					brnQ	45634922	AT688_RS05605	1293		old_locus_tag=ERS445057_01140
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1160015	1161307	-	WP_005896657.1	WP_005896657.1		branched-chain amino acid transport system II carrier protein	brnQ	45634922	AT688_RS05605	1293	430	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1161402	1162154	-						45634923	AT688_RS05610	753		old_locus_tag=ERS445057_01141
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1161402	1162154	-	WP_032842804.1	WP_032842804.1		hypothetical protein		45634923	AT688_RS05610	753	250	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1162204	1162785	-						45634924	AT688_RS05615	582		old_locus_tag=ERS445057_01142
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1162204	1162785	-	WP_005896660.1	WP_005896660.1		hypothetical protein		45634924	AT688_RS05615	582	193	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1163000	1164010	+						45634925	AT688_RS05620	1011		old_locus_tag=ERS445057_01143
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1163000	1164010	+	WP_005896662.1	WP_005896662.1		cysteine synthase family protein		45634925	AT688_RS05620	1011	336	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1164069	1164374	-						71765707	AT688_RS12610	306		old_locus_tag=ERS445057_01144
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1164069	1164374	-	WP_225970454.1	WP_225970454.1		hypothetical protein		71765707	AT688_RS12610	306	101	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1164398	1164598	-						71765708	AT688_RS12615	201		old_locus_tag=ERS445057_01145
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1164398	1164598	-	WP_225970455.1	WP_225970455.1		hypothetical protein		71765708	AT688_RS12615	201	66	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1164753	1165118	-						45634927	AT688_RS05630	366		old_locus_tag=ERS445057_01146
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1164753	1165118	-	WP_005896664.1	WP_005896664.1		hypothetical protein		45634927	AT688_RS05630	366	121	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1165150	1165917	-						45634928	AT688_RS05635	768		old_locus_tag=ERS445057_01147
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1165150	1165917	-	WP_005896666.1	WP_005896666.1		hypothetical protein		45634928	AT688_RS05635	768	255	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1165918	1166688	-						45634929	AT688_RS05640	771		old_locus_tag=ERS445057_01148
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1165918	1166688	-	WP_005896668.1	WP_005896668.1		hypothetical protein		45634929	AT688_RS05640	771	256	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1166689	1167165	-						45634930	AT688_RS05645	477		old_locus_tag=ERS445057_01149
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1166689	1167165	-	WP_005896670.1	WP_005896670.1		DUF3601 domain-containing protein		45634930	AT688_RS05645	477	158	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1167218	1167685	-						45634931	AT688_RS05650	468		old_locus_tag=ERS445057_01150
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1167218	1167685	-	WP_005896673.1	WP_005896673.1		DUF3601 domain-containing protein		45634931	AT688_RS05650	468	155	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1167711	1168430	-						45634932	AT688_RS05655	720		old_locus_tag=ERS445057_01151
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1167711	1168430	-	WP_005896674.1	WP_005896674.1		hypothetical protein		45634932	AT688_RS05655	720	239	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1168450	1168833	-						45634933	AT688_RS05660	384		old_locus_tag=ERS445057_01152
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1168450	1168833	-	WP_005896676.1	WP_005896676.1		VOC family protein		45634933	AT688_RS05660	384	127	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1168848	1169174	-						45634934	AT688_RS05665	327		old_locus_tag=ERS445057_01153
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1168848	1169174	-	WP_005896680.1	WP_005896680.1		hypothetical protein		45634934	AT688_RS05665	327	108	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1169196	1170260	-						45634935	AT688_RS05670	1065		old_locus_tag=ERS445057_01154
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1169196	1170260	-	WP_005896683.1	WP_005896683.1		hypothetical protein		45634935	AT688_RS05670	1065	354	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1170280	1170960	-						45634936	AT688_RS05675	681		old_locus_tag=ERS445057_01155
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1170280	1170960	-	WP_005896686.1	WP_005896686.1		hypothetical protein		45634936	AT688_RS05675	681	226	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1170977	1171729	-						45634937	AT688_RS05680	753		old_locus_tag=ERS445057_01156
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1170977	1171729	-	WP_005896688.1	WP_005896688.1		hypothetical protein		45634937	AT688_RS05680	753	250	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1171748	1172683	-						45634938	AT688_RS05685	936		old_locus_tag=ERS445057_01157
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1171748	1172683	-	WP_005896690.1	WP_005896690.1		hypothetical protein		45634938	AT688_RS05685	936	311	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1172694	1173836	-						45634939	AT688_RS05690	1143		old_locus_tag=ERS445057_01158
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1172694	1173836	-	WP_005896693.1	WP_005896693.1		immunity 26/phosphotriesterase HocA family protein		45634939	AT688_RS05690	1143	380	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1174068	1174877	+						45634940	AT688_RS05695	810		old_locus_tag=ERS445057_01159
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1174068	1174877	+	WP_005896696.1	WP_005896696.1		SatD family protein		45634940	AT688_RS05695	810	269	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1174874	1175602	+						45634941	AT688_RS05700	729		old_locus_tag=ERS445057_01160
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1174874	1175602	+	WP_005896698.1	WP_005896698.1		DUF3307 domain-containing protein		45634941	AT688_RS05700	729	242	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1175631	1177322	-						45634942	AT688_RS05705	1692		old_locus_tag=ERS445057_01161
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1175631	1177322	-	WP_005896701.1	WP_005896701.1		hypothetical protein		45634942	AT688_RS05705	1692	563	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1177352	1178092	-						45636189	AT688_RS12290	741		old_locus_tag=ERS445057_01162
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1177352	1178092	-	WP_005896705.1	WP_005896705.1		hypothetical protein		45636189	AT688_RS12290	741	246	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1178141	1178944	-						45634943	AT688_RS05715	804		old_locus_tag=ERS445057_01163
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1178141	1178944	-	WP_005896708.1	WP_005896708.1		amidohydrolase family protein		45634943	AT688_RS05715	804	267	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1179069	1179407	+						45634944	AT688_RS05720	339		old_locus_tag=ERS445057_01164
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1179069	1179407	+	WP_005896711.1	WP_005896711.1		helix-turn-helix transcriptional regulator		45634944	AT688_RS05720	339	112	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	1179411	1180175	-						45634945	AT688_RS05725	765		old_locus_tag=ERS445057_01165
